id,origin,normalize,predict
5747682,app+effectiveness+time management+to do list+ui+ux+应用+设计,设计+time management+ui+mobile+ux+effectiveness+应用+to do list,mobile
6004442,app+beach+california+clean+experience+flow+freelance+interaction+ios+list+mobile animation+mobile app+mobile design+people+results+surfboard+surfers+travel agency+travel app+users,surfers+list+users+travel agency+people+ios+website+beach+interaction+mobile+california+surfboard+freelance+experience+flow+mobile animation+travel+results+simple,mobile+website+travel+music
6532075,app+art+cards+clean+design+flat+graphic design+illustration+landing+list+logo+main page+material+promo+typography+ui+ux+vibrant+web+website,ui+list+design+website+promo+main page+mobile+illustration+ux+material+cards+vibrant+graphic design+logo+art+landing+flat+typography+simple,mobile+website
5352402,create new+dashboard+grid+list+pigeon+project+ui+ux+webapp+web app+website,create new+project+grid+ui+webapp+ux+pigeon+dashboard+list+website,mobile+website+grid+dashboard
6440336,article+blog+post+reading list+travel+traveling+trip planner+type,reading list+travel+trip planner+social+traveling+type+post+article,website+travel+music
4777781,calendar+inbox+iphonex+iphone x+mail+message+mrt+subway+to do list to do+transport+ui+ux,subway+ui+inbox+message+mobile+mrt+ux+calendar+iphone x+to do list to do+transport+mail,mobile
4035454,,,mobile
4406382,app+flat+food+ios+mobile+recipe+ui design+ui ux,ui+mobile+flat+ui ux+food+ios+website,mobile+website+food
4679825,app+bitcoin+currency+dark+data+list+purple+tool+virtual+warning+yiker,bitcoin+purple+yiker+data+mobile+virtual+list+warning+black+tool+currency,mobile+black
6790427,account+app+app design+app inspiration+balance+crypto+currency+fin tech+graph+ios+list+stats+wallet,fin tech+finance+mobile+balance+stats+list+app inspiration+crypto+account+graph+ios+currency,mobile+website+finance
6015817,book+list page+ps+reading applications+ui+品牌+应用+消息列表+设计,设计+ui+品牌+book+应用+消息列表+reading applications+list page+ps,website
3800993,app+dashboard+list+management+master+project+table+timeline+tool+web app,project+mobile+timeline+table+list+dashboard+master+tool+website+management,mobile+website+dashboard
6839861,app+book+book cover+design+green+read+reading app+reading list+ui+ux,reading list+book cover+ui+mobile+green+book+reading app+ux+design+read,mobile+green
5608159,admin dashboards+clean+crm+dahsboard+deliveries+design+gradient+ios+landing page+list+material+metal+minimal+offers+ui+ui ux+ui ux design+web,gradient+landing+website+ui ux+dahsboard+ui+metal+material+deliveries+ios+list+design+crm+ui ux design+simple+offers+admin dashboards,mobile+website+landing
5607416,automotive application+details+list+ps+ui+ux+品牌+商标+应用+插图+最爱+设计,设计+ui+品牌+应用+ux+details+商标+automotive application+list+插图+最爱+ps,mobile
6171029,card gamification+catalog course list page+clean style purple color+gradient background+homepage search screen+interface+ios iphone x iphonex+learning skills+mobile app ui ux design+myskillcamp,gradient background+interface+ios iphone x iphonex+mobile app ui ux design+myskillcamp+clean style purple color+homepage search screen+card gamification+catalog course list page+learning skills,website
5373676,app+comment+dark+description+details+hiwow+list+player+profile+settings+social media+ui+video+web+youtube,settings+hiwow+ui+mobile+youtube+details+social media+comment+list+player+profile+black+description+video+website,mobile+website+profile+music+black
3972111,dashboard+fireart+fireart studio+interface+list+product+project+statistics,statistics+product+project+fireart+fireart studio+interface+list+dashboard,mobile+dashboard
5184018,amount+billing+cart+crm+details+ecommerce+invoice+items+list+orders+products+receipt+subscriptions+webapp,orders+billing+products+cart+ecommerce+items+webapp+receipt+details+list+subscriptions+invoice+crm+amount,mobile+dashboard+ecommerce
6074935,2019 trend+activity+app+app design+check list+colorful+dashboard+design+interface+manager+minimal+typography+ui+ux,2019 trend+manager+colorful+ui+mobile+interface+typography+check list+ux+dashboard+design+simple+activity,mobile+dashboard
4522954,042+42+challenge+daily+daily ui+list+mobile+task+todo+to-do list+ui+vx,challenge+todo+ui+vx+to-do list+mobile+daily+list+task+42+042+website,mobile+website
4878777,app+card+design+home+list+smart+ui+wallet,ui+mobile+home+list+smart+design+finance+card,mobile+finance
5678167,interface+ui,interface+ui,mobile
6771770,android+app+application+black+dark+feed+follower+followers+gallery+ig+instagram+interface+iphone+list+mobile+post+profile+social media+ui+ux,android+ui+social+mobile+feed+interface+ux+gallery+post+social media+list+follower+profile+black+ig+followers+website,mobile+website+profile+music+black
6372915,crm+friends+invision+landing page+list+principle+prototype+ui+user flow+user journey+ux+walkthrough,friends+landing+prototype+ui+ux+user journey+invision+user flow+list+crm+principle+walkthrough,mobile+landing
6519641,blue white colors+clean minimal layout+dashboard list design+icongraphy explainer+illustration visual identity+iot internet of things+iot nation+smart applications+user interface experience+visual page layout design+website platform ui ux,dashboard list design+website platform ui ux+smart applications+icongraphy explainer+visual page layout design+iot nation+iot internet of things+illustration visual identity+clean minimal layout+user interface experience+blue white colors,mobile
5757450,animation+app+clean+dashboard+design+interaction+ios+johnyvino+minimal+mobile+price+price list+price range+price table+price tag+pricing+pricing page+prius+ui+ux,ui+price range+dashboard+price list+design+ios+website+johnyvino+interaction+mobile+ux+pricing page+price tag+price table+prius+animation+price+pricing+simple,mobile+website+dashboard
6115238,admin+card+check list+crm+dashboard+desktop+graph+management+sidebar+stats+task+trello+ui+web,admin+desktop+trello+ui+stats+check list+dashboard+task+crm+sidebar+card+graph+website+management,mobile+website+dashboard
6839328,clean+course+darkblue+dashboard design+dashboard ui+design+e-learning+learning+programming+rewards+study+ui+ux+webdesign,dashboard ui+learning+rewards+ui+ux+course+webdesign+darkblue+study+design+dashboard design+simple+programming+e-learning,mobile+dashboard
5476076,account+checkout+description+gallery+hiwow+list+menu+navigation+notification+price+product+shipping+shop,shipping+price+hiwow+product+menu+checkout+navigation+gallery+shop+list+description+notification+account,mobile+checkout
6498399,app+art+blue+cards+clean+dark+design+flat+graphic design+landing+list+logo+main page+material+promo+swiss+typography+ui+ux+vibrant,ui+list+design+promo+main page+mobile+ux+material+cards+vibrant+swiss+graphic design+black+blue+logo+art+landing+flat+typography+simple,mobile+travel+black+blue
5512705,albums+app+apple+color+design+flat+interface+ios+list+material+menu+mobile+music+player+playlists+red+ui,red+ui+menu+apple+mobile+flat+interface+color+material+list+playlists+player+design+music+albums+ios+website,mobile+website+music+red
6223010,android app+clean+ios app+management+management app+mobile app+native app+product+task+task app+task list+task management+to do+to do app+ux,to do app+task management+management app+product+native app+mobile+task app+ux+task list+task+to do+simple+website+management,mobile+website
4596798,app+branding+dashboard+dental+dentist+list+management+master+project+timeline+tool+web app,dental+project+mobile+timeline+branding+dentist+dashboard+list+master+tool+website+management,mobile+website+dashboard+landing
5974079,app+dailyui+design+ios+iphonex+list+luova studio+manager+style+task+todo+typography+ui+ux+wstyle,manager+wstyle+todo+ui+luova studio+mobile+ux+typography+list+task+design+style+ios,mobile
6558983,app concept+app design+app designer+app development+design+dribbble+ecommerce app+ecommerce business+ecommerce design+fruits and vegetables online+future+grocery app+grocery list+grocery online+grocery store+oranges+technology+ui+voice search,ui+fruits and vegetables online+grocery store+design+ecommerce business+dribbble+mobile+grocery list+app designer+ecommerce app+app concept+grocery online+future+voice search+technology+app development+ecommerce design+grocery app+oranges,mobile+food+yellow
5252310,android material card+class blog iphone x s r+course online ecommerce+design agency school+education app ui ux+kit calendar icon+learning list clean+minimal color trendy+new trend google+popular typography ios+product branding landing+schedule event todo,learning list clean+product branding landing+android material card+class blog iphone x s r+design agency school+minimal color trendy+kit calendar icon+new trend google+course online ecommerce+education app ui ux+popular typography ios+schedule event todo,mobile
6338048,add+adding flow+app+cooking+design+food+ios12+list+location+neighborhood+order+order food+preparation+react native+service+settings+timer+ui+ux+yellow,ui+preparation+list+design+react native+cooking+mobile+ux+food+add+neighborhood+order food+ios12+service+settings+adding flow+yellow+location+timer+order,mobile+food+yellow
3833951,contribute+dashboard+intercom+list+login+rank+select+statistics+stats+tab+tesla+welcome,statistics+contribute+intercom+stats+select+tab+signup+dashboard+list+rank+tesla+welcome,mobile+dashboard
5996753,app+art+blue+branding+cards+clean+dark+design+flat+graphic design+illustration+list+main page+material+mobile+promo+typography+ui+ux+vibrant,ui+branding+list+design+website+promo+main page+mobile+illustration+ux+material+cards+vibrant+graphic design+black+blue+art+flat+typography+simple,mobile+website+black+blue
6974612,app design+application+card design+colorful+icon+images+interaction+list+mobile+my+personal+product design+profile+tour+travel+trip+ui+user experience+user interface+ux,icon+travel+colorful+interaction+ui+my+mobile+card design+tour+ux+list+profile+user experience+personal+images+website+product design,mobile+website+profile+travel
5522819,camera find results+image recognition app+item card feed+location button pin+private progress bar+profile discovery photos+user list identification,private progress bar+image recognition app+profile discovery photos+camera find results+user list identification+location button pin+item card feed,mobile+music
6946173,color+dark+design+illustration+list view+material+music+player+typography,black+illustration+color+material+typography+list view+player+design+music,website+music+black
3658409,android+app+card+feed+ios+iphone+list+notification+post,android+mobile+feed+post+list+notification+card+ios,mobile
5409349,account+app+application+cards+clean+credit card+dashboard+information+information design+ios+iphone+list+mobile+mobile app+profile+simple+ux+ux ui,mobile+information+ux+cards+ios+dashboard+list+credit card+information design+profile+account+ux ui+simple+website,mobile+website+dashboard+profile
6411394,app+at night+book+design+fashion+ios+reading+readingapp+reading app+reading list+switch+ui+ux+设计,at night+reading list+设计+switch+ui+mobile+book+reading app+ux+fashion+design+readingapp+ios,mobile
5718331,account+app+bank+bank account+bank app+card+finance+interface+ios+mobile+qonto+transfer+ui,transfer+ui+mobile+qonto+bank account+interface+finance+account+card+ios+website,mobile+website+finance
6508390,app+illustration+list+project+ui+ux+web+website,ui+project+mobile+illustration+ux+list+website,mobile+website
5676730,adress+bank+contact+contact card+contact list+design+invitation+ios+iphonex+member+mobile+mobile app+mobile app design+phone+profile+role+settings+status+team+ui,ui+status+team+design+ios+website+member+adress+contact card+contact list+mobile+role+phone+mobile app design+contact+profile+finance+settings+invitation,mobile+website+profile+finance
6780294,afternoon teaal+app+collection+food+foody+ingredients+introduction+list+mall+meal+night snack+nutritious breakfast+shopping cart+ui+ux+working meal,collection+introduction+nutritious breakfast+working meal+shopping cart+ui+mobile+foody+ux+list+night snack+afternoon teaal+food+ingredients+meal+mall,mobile+website+food
3349010,app+card+dribbble+health+hello+illustration+list+pet+sport+ui+welcome page,dribbble+sport+ui+hello+mobile+illustration+pet+welcome page+list+card+health,mobile+sport+pink+yellow
6857066,amazon+ecommerce+fulfillment+interface+list+market+marketplace+order fulfillment+order management+orders+product+shop+shop app+shop crm+ui+web,orders+market+fulfillment+amazon+ecommerce+shop crm+product+ui+interface+order fulfillment+list+shop+shop app+marketplace+order management+website,mobile+website+dashboard+ecommerce
4685962,album+concept+cover+design+list+music+player+ui+vinyl+web,ui+list+player+concept+design+music+album+vinyl+website+cover,mobile+website+music
4996094,app+artist+chart+design+desktop+grid+list+music+player+spotify+streaming+ui,artist+spotify+desktop+ui+grid+chart+mobile+streaming+list+player+design+music,mobile+chart+grid+music
6658323,adobe xd+android app+animation design+app+app concept+app design+app designers+app development+contact list+contacts+contact view+design+material design+material ui+phone number+social media+stacks+ui+ui ux+ux,design+material design+ui ux+contact view+app designers+adobe xd+ui+phone number+mobile+contact list+ux+material ui+social media+app development+animation design+contacts+app concept+stacks,mobile+website
5848694,books+characters+check list+design+go+goals+ideas+illustration+illustrator+story+task management+ui+vectors,illustrator+vectors+task management+ui+book+illustration+story+check list+goals+design+characters+ideas+go,mobile+landing
5988770,animation+app+clean+contact+contact card+contact form+contact list+contact page+contacts+dashboard+design+gif+interaction+interface+ios+johnyvino+minimal+mobile+ui+ux,ui+interface+dashboard+design+ios+website+johnyvino+interaction+mobile+contact card+contact list+contact page+ux+gif+contact+contacts+animation+contact form+simple,mobile+website+dashboard
6294449,app+button+card+components+design system+home+house+icons+interface+ios+list+mobile+mobile app+opendoor+product design+real estate+styleguide+ui+uikit+visualdesign,button+ui+interface+uikit+visualdesign+list+real estate+ios+website+mobile+opendoor+home+icons+house+styleguide+components+design system+card+product design,mobile+website
4886466,app ios iphone+grid typography+phone call contact list+profile control utility tool+ux ui interaction,profile control utility tool+phone call contact list+app ios iphone+grid typography+ux ui interaction,website
5586243,app+arrow+contacts+dark mode+iphone+launch+loader+night mode+notebook+notes+onboarding+pages+page turn+purple+rolodex+slack+switcher+tabs+twitter,onboarding+twitter+notebook+purple+notes+mobile+arrow+slack+launch+loader+pages+tabs+rolodex+dark mode+contacts+page turn+switcher+night mode,mobile+website
5573955,favorites+message list+personal center+ps+ui+ux+商标+应用+插图+设计,message list+设计+ui+应用+favorites+ux+商标+personal center+插图+ps,mobile+music
6870833,ai+alarm+clean ui+clock+ios+list+management+minimal+note+notes+productivity+project+reminder+stopwatch+task list+timer+todo app,clean ui+alarm+project+notes+clock+reminder+task list+timer+productivity+stopwatch+list+todo app+note+simple+ai+ios+management,mobile
4858709,app+barber+ios+list+search+service+thumbnail+ui,ui+search+mobile+thumbnail+list+barber+ios+service,mobile
4409601,blue+list+web,list+website+blue,mobile+website+blue
6051600,10clouds+animation+effect+interaction+light+list+minimal+mobile+particles+playground+pull to refresh+refresh+table,interaction+pull to refresh+effect+mobile+10clouds+particles+table+list+light+animation+playground+simple+website+refresh,mobile+website
6445233,app+cards+chart+dashboard+graph+illustration+interface+onboarding+task app+task flow+task list+task management+tasks+team+timer+ui+ux,onboarding+task management+ui+task flow+chart+mobile+illustration+task app+interface+task list+tasks+cards+team+dashboard+timer+ux+graph,mobile+chart+dashboard+landing+blue
6280651,activity+brandnew+chart+dashboad+landlord+lease+list+listing+minimal+payment+property+real estate+rental+saas+system+tenant+tool+ui+views,ui+list+brandnew+real estate+system+activity+listing+property+landlord+rental+tenant+views+dashboad+saas+checkout+chart+lease+tool+simple,mobile+chart+dashboard+checkout
6236964,chat+dating+datingapp+explore+favourites+feeds+friend request+list,feeds+social+friend request+datingapp+list+explore+favourites,mobile+ecommerce+music+pink
4876061,app+book+business+design+ebook+mobile+product+read+ui+ux+wish list+zajno,product+ui+wish list+zajno+mobile+book+ux+read+business+design+website+ebook,mobile+website
4052173,animation+countdown+days+events+gif+list+premium+purchase+slider+thanks,premium+gif+purchase+countdown+thanks+days+events+list+slider+animation,mobile
6130866,cabinet+data+illustration+laptop+list+man+media+tasks+user+work,laptop+cabinet+tasks+data+illustration+work+user+list+media+man,mobile
4710458,account+app+balance+banking+chart+details+finance+hiwow+list+news+profile,hiwow+chart+mobile+balance+details+list+profile+news+finance+account,mobile+chart+profile+finance
5634872,admin+color+dashboard+design+list+panel+sell+ui+user+ux,panel+admin+ui+sell+ux+color+user+dashboard+list+design,mobile+dashboard
3784372,color+dashboard+experiment+fun+list+planner+ui,planner+ui+experiment+color+fun+dashboard+list,mobile+chart+dashboard
3436927,app+chat+delivery+food+ios+johnyvino+kit+list+map+pizza+ui,kit+ui+social+mobile+pizza+map+list+delivery+food+ios+johnyvino,mobile+food
4317316,dashboard+finance+list+management+menu+sales+settings+statistics+stats+strategy+target,settings+statistics+strategy+menu+target+stats+dashboard+list+sales+finance+management,mobile+dashboard+finance
5984067,app+app design+beach+chill+design+ios+ios app+list+mobile app+mobile design+search+small cards+surf+surf app+surfboard+surfers+surfing+surfing app+typography+yellow,beach+surfing+yellow+chill+search+surf+mobile+surfers+surfing app+typography+list+design+surf app+surfboard+small cards+ios+website,mobile+website+yellow
4686068,album+concept+cover+design+list+music+player+ui+vinyl+web,ui+list+player+concept+design+music+album+vinyl+website+cover,mobile+website+music
6635845,app manu+app navigation+app ui design+book store+boox+inspiration+list+menu+navigation+pdf+read+reading list+store+tab bar,boox+app manu+reading list+pdf+menu+navigation+tab bar+store+app ui design+app navigation+list+inspiration+book store+read,mobile+music
6659801,app inspiration+app ui+book store+design agency+design inspiration+ios app+list+mobile app design+reading time+set time+ui design+ui inspiration,mobile app design+set time+reading time+app ui+ui+ui inspiration+mobile+list+design inspiration+book store+app inspiration+design agency,mobile
5235794,arrow growth together team+done data dots approved+logos icon mark marks+to do list add,done data dots approved+logos icon mark marks+to do list add+arrow growth together team,mobile
4201566,bookmark+confirmation+create+e-commerce+finance+johnyvino+list+lock+popup+question+ui+ux,confirmation+ecommerce+bookmark+popup+ui+create+ux+question+list+finance+lock+johnyvino,website+finance+ecommerce
6697272,7ninjas+app+apple pay+credit card+details+face id+food+gastronomy+list+menu+order+payment+payments+qr code+rate+rating+restaurant+scan+transactions+waiter,list+face id+waiter+rating+rate+menu+mobile+scan+credit card+food+transactions+payments+checkout+details+7ninjas+apple pay+order+gastronomy+qr code,mobile+checkout+food
5013979,app+blog+details+fashion+gallery+list+mobile+news+profile+social+tag+video,social+mobile+gallery+details+fashion+list+profile+video+news+tag+website,mobile+website+profile+ecommerce
6281013,app+brand+branding+dark+design+entry+icon+identity+illustration+lettermark+list+logo+logotype+mark+minimalist+todo+type+typography+ui+ux,icon+logotype+entry+ui+mark+minimalist+type+identity+branding+list+design+todo+mobile+illustration+ux+lettermark+black+brand+logo+typography,mobile+black
5573773,animation+app apps application+app dashboard+banner+card+gradual change+icon+list page+mobile+movie app+popular+purple+switch+ui+ui elements+ux+web,icon+app dashboard+app apps application+switch+gradual change+purple+movie app+mobile+ui+ux+ui elements+list page+banner+animation+card+website+popular,mobile+website+music
3821937,analytics+business+chart+dashboard+financial+graph+list+listing+ranking+statistics+stats,statistics+listing+analytics+ranking+chart+stats+dashboard+list+business+finance+graph,mobile+chart+dashboard+finance
3782073,admin+app+charts+dashboard+design+interface+list+table+ui+ux+web,admin+ui+mobile+interface+ux+table+dashboard+list+design+charts+website,mobile+website+dashboard
6519329,app+blue+booking+ios+light+list+map+minimal+profile+search+strv+strvcom+tom vranek+ui+ux+walk,booking+ui+search+mobile+strv+ux+tom vranek+map+list+walk+light+profile+simple+ios+strvcom+blue,mobile+website+profile+blue
5082650,events+list+timeline,events+list+timeline,website
5511801,dashboard infographic chart+list cards view+profile account application+sidebar menu concept+test speed graph+updates security icons set+upload files progress,sidebar menu concept+dashboard infographic chart+updates security icons set+test speed graph+list cards view+profile account application+upload files progress,mobile
6124621,android+animation+animation design+app animations+app concept+app design+app development+app ui+app ux+black white+design+iphone+monochromatic+monochrome+task app+task list+task management+ui+ux designer+ux ui design,ui+task list+design+app ui+mobile+monochromatic+black white+app concept+task management+android+ux ui design+task app+app development+app animations+animation+monochrome+ux designer+app ux+animation design,mobile+website+music
3444020,app+app design+focus lab+lasso+list+pagination+proposal+table+ui+ux,ui+mobile+proposal+ux+table+pagination+list+focus lab+lasso,mobile+dashboard
3249005,clean+dashboard+designer+interface+list+minimal+project+projects+ui+ux+white,ui+project+interface+designer+ux+dashboard+list+projects+white+simple,mobile+dashboard+white
6550417,add+adhd+app+book reading+books+distraction+education+focus+focused+guidance+interaction+ios+johnyvino+kid+old+reading+reading list+study+ui+ux,ui+guidance+kid+ios+johnyvino+reading list+interaction+mobile+ux+focused+old+add+book+focus+book reading+adhd+distraction+education+study,mobile+website
4878591,list，hiwow，retro，ue+oro-oro,oro-oro+list，hiwow，retro，ue,mobile+travel
6653593,animation+app design+ios app+list+microinteraction+music+playing+playlist+radio+song,radio+playing+mobile+song+microinteraction+list+music+animation,mobile+music
4032567,app+bank+bright+card+dark+fireart+fireart studio+list+purple+ui+ux+white,ui+purple+mobile+fireart+fireart studio+ux+list+bright+black+finance+card+white,mobile+finance+black+white
6285782,boy+calendar+character+cute+fun+funny+glasses+happy+hotel+illustration+love+managment+plant+schedule+scheduling+startup+task list+tasks+time+website,plant+task list+calendar+startup+website+time+tasks+illustration+managment+fun+funny+hotel+love+cute+happy+character+glasses+boy+schedule+scheduling,mobile+website
4135222,app+checklist+employees+leader+list+mobile+report+sales+ui,report+leader+checklist+ui+mobile+list+employees+website+sales,mobile+website
6773387,app+batch+cards+checkbox+clean+dashboard+design+edit+grid+interface+inventory+list+product design+sales+table+tabs+typography+ui+ux,ui+grid+batch+interface+dashboard+checkbox+list+design+sales+inventory+mobile+edit+ux+tabs+cards+table+typography+simple+product design,mobile+grid+list+dashboard
5281072,app+design+green+illustration+list+magazine+nature+ui,ui+mobile+green+illustration+book+nature+list+design,mobile+green
5515801,app+business+chat+contact+document+hiwow+list+menu+navigation+notification+profile+settings+share+video+web,settings+hiwow+contact+social+menu+mobile+navigation+share+document+list+business+profile+video+notification+website,mobile+website+profile
5692027,3d+admin+chart+column diagram+dashboard+data visualization+design+fui+graduate students+graph+histogram+list+mobile+monitoring+ring diagram+statistical diagram+system interface+table design+ui+web,ui+dashboard+list+design+table design+3d+website+admin+mobile+monitoring+histogram+statistical diagram+system interface+column diagram+fui+ring diagram+graph+chart+data visualization+graduate students,mobile+website+chart+dashboard+blue
6646149,app+black and white+clean+design+graphic design+grid+landing page+list+main page+mobile+shop+type+typography+ui+ux,landing+ui+grid+black and white+mobile+main page+ux+type+typography+shop+list+graphic design+design+simple+website,mobile+website+grid+landing
6444740,app+avatar+color+date+design+interface+ios+list+location+map+map ui+mobile+pin+portfolio+route+time+typography+ui+user+ux,ui+interface+user+list+design+pin+ios+website+time+mobile+ux+color+route+date+map+location+avatar+map ui+portfolio+typography,mobile+website
6773060,blog+dark+desktop+footer+graphik+grid+landingpage+list+significa+webdesign+website,landing+desktop+social+grid+webdesign+footer+graphik+list+black+significa+website,mobile+website+grid+landing+black
5993866,desktop+desktop app+epic+fortnite+friends+friends list+games+interface+tabs+ui,friends+desktop+ui+friends list+interface+desktop app+tabs+fortnite+epic+game,mobile+game+travel
6018691,account+ios+list view+mobile app+profile+sketch+stats+surfing+travel+ui+ux+visual design,surfing+visual design+travel+ui+mobile+stats+ux+list view+profile+sketch+account+ios+website,mobile+website+profile+travel
3773860,badge+check list+chill+chill out+gamification+grave+icons+illustrations+meditate+mobile+rest+timer,grave+illustrations+chill out+meditate+mobile+timer+check list+gamification+rest+icons+chill+badge+website,mobile+website
5539238,card+chat+design+list+message+sketch+ui,ui+social+message+list+sketch+design+card,mobile
6689510,choose+clean+desktop app+finance+fintech+flat+navigation menu+plan+price list+pricing page+pricing plan+pricing table+product design+recruiting+ui+user interface+ux,recruiting+pricing table+ui+flat+ux+desktop app+pricing page+pricing plan+fintech+price list+navigation menu+plan+choose+finance+simple+product design,mobile+finance
6716283,app+app design+ios+list+map+mobile+search+travel+user experience+user interface,travel+ui+search+mobile+map+list+user experience+ios+website,mobile+website+travel
3772996,designers+dribbble+list+trending,dribbble+trending+list+designers,mobile
4892965,list，hiwow+midea，app，ux，ui，mobile，blue，work,list，hiwow+midea，app，ux，ui，mobile，blue，work,mobile
3511426,color+hangout+history+list+london+mobile+party+sydney+travel+trip+trip planner+ui,trip planner+travel+sydney+ui+mobile+history+color+hangout+list+london+website+party,mobile+website+travel
6347338,app+banking+card+clean+finance+interaction+light mode+list view+mobile+statistic+transaction+ui+ux,interaction+ui+light mode+mobile+statistic+ux+transaction+list view+finance+card+simple+website,mobile+website+finance
5553065,checklist+clipboard+icon+iconography+illustration+list+typography,icon+checklist+illustration+iconography+typography+list+clipboard,mobile
4376432,app+badge+calendar+call centre+chart+graph+list+mobile+order+ui+user,graph+ui+chart+mobile+calendar+user+list+order+call centre+badge+website,mobile+website+chart
4367821,app application mobile+calendar list graph bar chart+clean modern minimal+crm sme finance+finance revenue profit+invoicing quotes expenses+ios x map mileage tracking+money stats management+task manager to-do list fab,clean modern minimal+crm sme finance+finance revenue profit+ios x map mileage tracking+calendar list graph bar chart+task manager to-do list fab+app application mobile+invoicing quotes expenses+money stats management,mobile+dashboard+blue
5192597,app+application+carlease+dashboard+interaction+list+map+mobile+modal+popup+slide menu+typography+ui+ux+vehicle,interaction+modal+popup+ui+slide menu+mobile+ux+typography+map+dashboard+list+carlease+vehicle+website,mobile+website+dashboard+checkout
6565223,app+application+cms+dashboard+design+ecommerce+flat+list+minimalism+panel+platform+product+shop+store+ui+ux+website,panel+minimalism+cms+ecommerce+product+ui+mobile+flat+ux+store+platform+shop+dashboard+list+design+website,mobile+website+chart+dashboard+ecommerce
6977094,android+app+black+camera+dark+design+ecommerce+iphone+lens+list+mobile+phone+photo+photography+product+shop+typogaphy+ui+ux+website,typogaphy+black+android+camera+ecommerce+product+lens+ui+mobile+ux+photography+shop+list+design+photo+phone+website,mobile+website+ecommerce+black
3228142,clean+crm+dashboard+design+experience+interface+list+table+ui+user+ux,experience+ui+interface+ux+table+user+dashboard+list+design+crm+simple,mobile+dashboard
4920539,analytics+animation+apps+campaign+charts+clean+dark+dashboard+graph+profile+ui+web,graph+analytics+ui+apps+dashboard+profile+black+animation+charts+simple+website+campaign,mobile+website+dashboard+profile+black
6362080,blue+branding+clever logo+colorful+creative+design+discount+flag+icon+identity+logo+logo design+logo designer+logo icon+price+price list+price tag+smart logo+smart logos+vector,icon+smart logo+flag+identity+branding+clever logo+price list+design+logo designer+price tag+smart logos+logo icon+blue+logo+price+colorful+discount+logo design+creative+vector,mobile+blue
4026475,app+card+chat+clean+dashboard+education+ios+learning+list+progress+shadow+ui,learning+ui+social+shadow+mobile+education+ios+dashboard+list+progress+card+simple,mobile+dashboard
6479847,app+empty+favorite+gradient+heart+list+order+pin+places+state+taxi,gradient+taxi+places+heart+mobile+empty+favorite+list+order+pin+state,mobile
4269399,consumption+data+data visualization+detail+details+graphical+interface+ios+iphone x+list pages+ue+ui,ui+data+interface+ue+details+consumption+data visualization+iphone x+list pages+ios+graphical+detail,mobile
5262447,app+clean+dashboad+interface+list+listing+rules+saas+status+table+ui+ux+webapp,listing+saas+status+ui+mobile+webapp+interface+ux+table+list+rules+simple+dashboad,mobile
3579963,10clouds+artist+fluent+ios+kohut piotr+list+menu+mobile+music+navigation+schedule+ui,artist+fluent+ui+menu+mobile+navigation+10clouds+list+schedule+music+kohut piotr+ios+website,mobile+website+music
6243263,app+assistant+design+illustration+interface+ios12+iphone+picking flow+planning+plant+plants+react native+refresh+settings+slider+ui+ux+violet+wizard+yellow,ui+plant+picking flow+interface+design+violet+react native+mobile+assistant+illustration+ux+slider+planning+wizard+ios12+settings+yellow+plants+refresh,mobile+yellow
6042493,apartments+chipsa+design+flat+minimal+mobile+site+ui+uiux+ux+website,apartments+ui+mobile+flat+ux+chipsa+site+design+simple+website,mobile+website
6508086,android+app+chat+design+ecommerce+event+group+ios+iphone+language+list+profile+social+translate+ui+ux,android+ecommerce+event+language+ui+social+mobile+ux+list+translate+profile+design+group+ios,mobile+profile+ecommerce
5318908,app+apple+bank+card+design+list+nike+shop+shopping+sketch+ui+ux+watch,shopping+ecommerce+ui+apple+mobile+ux+shop+list+sketch+design+watch+finance+card,mobile+website+finance+ecommerce+music
5788100,app+debut+dribbble+first shot+hello dribbble+interface+manager+reminder+task+todo+todolist+to do list+ui,dribbble+first shot+manager+todo+ui+mobile+reminder+debut+interface+hello dribbble+task+todolist+to do list,mobile
4418012,blue+book+clean+design+detail+list+ui+yellow,yellow+ui+book+list+design+simple+blue+detail,mobile+blue+yellow
6160363,address+android+app+card+design+garage sale+house+housing+interface+ios+list+listing+location+map+mobile+ui+ui design+ux+ux designer,garage sale+android+listing+location+ui+ux designer+mobile+address+interface+ux+map+ios+list+design+house+card+housing+website,mobile+website
4928467,app+icons+list+organization+todo,todo+organization+mobile+list+icons,mobile
5575076,app+clean+color+completed+icon+ios+johnyvino+management+mobile+pending+time+time machine+today+todo+todo app+todoist+todolist+todo list+ui+ux,icon+today+pending+ui+todo list+ios+website+johnyvino+time+todo+mobile+ux+color+todo app+completed+management+todolist+time machine+todoist+simple,mobile+website
5573868,android+animation+app+dubbing+gradient+icon+ios+list+mobile+music+pop+popup+purple+recording+sound+ui+ux+web+wet apple,gradient+icon+android+popup+purple+recording+ui+mobile+wet apple+sound+ux+dubbing+list+music+animation+ios+website+pop,mobile+website+music
6327625,brandnew+clean+design+explore+list view+map+map view+minimal+pin+price+profile+properties+real estate+simple+tenant+ui+white,map view+price+properties+ui+map+list view+real estate+explore+tenant+profile+design+brandnew+white+simple+pin,mobile+profile+white
6242817,app+bank+credit card+history+ios+list+mobile+ui,ui+mobile+history+list+credit card+finance+ios+website,mobile+website+finance
